model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
resnet50,1,"(3, 224, 224)",52.900147438049316,25557032,25557032,97.69538116455078,cpu
resnet50,2,"(3, 224, 224)",73.42474460601807,25557032,25557032,97.69538116455078,cpu
resnet50,4,"(3, 224, 224)",116.10016822814941,25557032,25557032,97.69538116455078,cpu
