model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
mobilenet_v2,1,"(3, 224, 224)",24.09992218017578,3504872,3504872,13.50054931640625,cpu
mobilenet_v2,2,"(3, 224, 224)",31.6983699798584,3504872,3504872,13.50054931640625,cpu
mobilenet_v2,4,"(3, 224, 224)",41.69578552246094,3504872,3504872,13.50054931640625,cpu
