model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
resnet50,1,"(3, 224, 224)",55.63390254974365,25557032,25557032,97.69538116455078,cpu
resnet50,2,"(3, 224, 224)",68.74432563781738,25557032,25557032,97.69538116455078,cpu
resnet50,4,"(3, 224, 224)",112.37497329711914,25557032,25557032,97.69538116455078,cpu
