model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
mobilenet_v2,1,"(3, 224, 224)",22.499990463256836,3504872,3504872,13.50054931640625,cpu
mobilenet_v2,2,"(3, 224, 224)",29.471445083618164,3504872,3504872,13.50054931640625,cpu
mobilenet_v2,4,"(3, 224, 224)",43.000149726867676,3504872,3504872,13.50054931640625,cpu
