model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
densenet121,1,"(3, 224, 224)",72.90079593658447,7978856,7978856,30.756935119628906,cpu
densenet121,2,"(3, 224, 224)",101.17721557617188,7978856,7978856,30.756935119628906,cpu
densenet121,4,"(3, 224, 224)",142.61751174926758,7978856,7978856,30.756935119628906,cpu
