model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
simple_cnn_5layers,1,"(3, 224, 224)",5.754733085632324,518058,518058,1.9762344360351562,cpu
simple_cnn_5layers,2,"(3, 224, 224)",8.251738548278809,518058,518058,1.9762344360351562,cpu
simple_cnn_5layers,4,"(3, 224, 224)",13.417482376098633,518058,518058,1.9762344360351562,cpu
