model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
vgg16,1,"(3, 224, 224)",78.48374843597412,138357544,138357544,527.7921447753906,cpu
vgg16,2,"(3, 224, 224)",138.3242130279541,138357544,138357544,527.7921447753906,cpu
vgg16,4,"(3, 224, 224)",269.5760726928711,138357544,138357544,527.7921447753906,cpu
