model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
regnet_y_400mf,1,"(3, 224, 224)",30.451393127441406,4344144,4344144,16.675575256347656,cpu
regnet_y_400mf,2,"(3, 224, 224)",38.69974613189697,4344144,4344144,16.675575256347656,cpu
regnet_y_400mf,4,"(3, 224, 224)",46.50001525878906,4344144,4344144,16.675575256347656,cpu
