model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
efficientnet_b0,1,"(3, 224, 224)",30.40008544921875,5288548,5288548,20.334861755371094,cpu
efficientnet_b0,2,"(3, 224, 224)",44.699954986572266,5288548,5288548,20.334861755371094,cpu
efficientnet_b0,4,"(3, 224, 224)",57.48252868652344,5288548,5288548,20.334861755371094,cpu
