model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
mobilenet_v2,1,"(3, 224, 224)",22.59993553161621,3504872,3504872,13.50054931640625,cpu
mobilenet_v2,2,"(3, 224, 224)",28.800010681152344,3504872,3504872,13.50054931640625,cpu
mobilenet_v2,4,"(3, 224, 224)",38.79997730255127,3504872,3504872,13.50054931640625,cpu
