model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
resnet18,1,"(3, 224, 224)",21.22495174407959,11689512,11689512,44.62872314453125,cpu
resnet18,2,"(3, 224, 224)",31.972336769104007,11689512,11689512,44.62872314453125,cpu
resnet18,4,"(3, 224, 224)",46.89977169036865,11689512,11689512,44.62872314453125,cpu
