model_name,batch_size,input_shape,execution_time_ms,total_parameters,trainable_parameters,model_size_mb,device
densenet121,1,"(3, 224, 224)",80.95791339874268,7978856,7978856,30.756935119628903,cpu
densenet121,2,"(3, 224, 224)",102.34720706939696,7978856,7978856,30.756935119628903,cpu
densenet121,4,"(3, 224, 224)",146.58167362213135,7978856,7978856,30.756935119628903,cpu
